Time (s),Target RTD,Measured RTD,PWM (%)
2.170668601989746,0.0,55.59,0.0
2.1716699600219727,0.0,56.06,0.0
2.1716699600219727,0.0,53.72,0.0
2.173151969909668,0.0,55.82,0.0
2.1762452125549316,0.0,56.0,0.0
2.1813669204711914,0.0,55.76,0.0
2.182633638381958,0.0,55.7,0.0
2.1901795864105225,0.0,56.06,0.0
2.1943094730377197,0.0,56.06,0.0
2.19535231590271,0.0,55.7,0.0
2.1964404582977295,0.0,55.64,0.0
2.19744873046875,0.0,55.41,0.0
2.19744873046875,0.0,55.17,0.0
2.19744873046875,0.0,55.35,0.0
2.1985785961151123,0.0,55.94,0.0
2.1985785961151123,0.0,55.76,0.0
2.1985785961151123,0.0,55.17,0.0
2.1985785961151123,0.0,56.0,0.0
2.1985785961151123,0.0,55.82,0.0
2.1985785961151123,0.0,56.0,0.0
2.1985785961151123,0.0,56.06,0.0
2.1985785961151123,0.0,55.82,0.0
2.1998064517974854,0.0,55.59,0.0
2.1998064517974854,0.0,55.82,0.0
2.1998064517974854,0.0,55.41,0.0
2.1998064517974854,0.0,55.76,0.0
2.1998064517974854,0.0,53.72,0.0
2.1998064517974854,0.0,55.76,0.0
2.1998064517974854,0.0,54.7,0.0
2.200855016708374,0.0,55.82,0.0
2.200855016708374,0.0,55.94,0.0
2.200855016708374,0.0,54.94,0.0
2.200855016708374,0.0,55.76,0.0
2.200855016708374,0.0,55.76,0.0
2.200855016708374,0.0,55.7,0.0
2.201857805252075,0.0,55.94,0.0
2.201857805252075,0.0,55.23,0.0
2.201857805252075,0.0,55.59,0.0
2.201857805252075,0.0,56.36,0.0
2.201857805252075,0.0,55.41,0.0
2.201857805252075,0.0,55.82,0.0
2.202880382537842,0.0,55.94,0.0
2.202880382537842,0.0,55.17,0.0
2.202880382537842,0.0,55.17,0.0
2.202880382537842,0.0,55.17,0.0
2.202880382537842,0.0,55.17,0.0
2.202880382537842,0.0,55.23,0.0
2.203883647918701,0.0,55.82,0.0
2.203883647918701,0.0,54.88,0.0
2.203883647918701,0.0,55.59,0.0
2.203883647918701,0.0,55.47,0.0
2.203883647918701,0.0,55.76,0.0
2.203883647918701,0.0,55.11,0.0
2.203883647918701,0.0,55.17,0.0
2.2049946784973145,0.0,55.17,0.0
2.2049946784973145,0.0,55.41,0.0
2.2049946784973145,0.0,55.76,0.0
2.2049946784973145,0.0,55.17,0.0
2.2049946784973145,0.0,55.94,0.0
2.2049946784973145,0.0,54.18,0.0
2.2049946784973145,0.0,53.95,0.0
2.205997943878174,0.0,55.11,0.0
2.205997943878174,0.0,55.17,0.0
2.205997943878174,0.0,55.53,0.0
2.205997943878174,0.0,55.82,0.0
2.205997943878174,0.0,55.94,0.0
2.205997943878174,0.0,55.41,0.0
2.2070064544677734,0.0,55.64,0.0
2.2070064544677734,0.0,55.82,0.0
2.2070064544677734,0.0,55.82,0.0
2.2070064544677734,0.0,55.76,0.0
2.2070064544677734,0.0,55.35,0.0
2.2070064544677734,0.0,55.11,0.0
2.208019971847534,0.0,55.76,0.0
2.208019971847534,0.0,55.82,0.0
2.208019971847534,0.0,55.35,0.0
2.208019971847534,0.0,55.76,0.0
2.208019971847534,0.0,55.88,0.0
2.209036111831665,0.0,56.0,0.0
2.209036111831665,0.0,55.17,0.0
2.209036111831665,0.0,55.29,0.0
2.209036111831665,0.0,55.94,0.0
2.209036111831665,0.0,55.94,0.0
2.209036111831665,0.0,55.17,0.0
2.209036111831665,0.0,55.53,0.0
2.2102980613708496,0.0,55.53,0.0
2.2102980613708496,0.0,53.95,0.0
2.2102980613708496,0.0,55.47,0.0
2.2102980613708496,0.0,55.82,0.0
2.2113521099090576,0.0,55.17,0.0
2.2113521099090576,0.0,55.59,0.0
2.2113521099090576,0.0,56.0,0.0
2.2113521099090576,0.0,55.64,0.0
2.2113521099090576,0.0,55.76,0.0
2.2113521099090576,0.0,55.17,0.0
2.2113521099090576,0.0,55.29,0.0
2.2124392986297607,0.0,56.0,0.0
2.2124392986297607,0.0,55.59,0.0
2.2124392986297607,0.0,55.7,0.0
2.2124392986297607,0.0,55.17,0.0
2.2124392986297607,0.0,55.41,0.0
2.2124392986297607,0.0,55.53,0.0
2.2124392986297607,0.0,55.17,0.0
2.2134759426116943,0.0,55.47,0.0
2.2134759426116943,0.0,55.76,0.0
2.2134759426116943,0.0,56.06,0.0
2.2134759426116943,0.0,55.64,0.0
2.2134759426116943,0.0,55.64,0.0
2.2134759426116943,0.0,55.29,0.0
2.214496374130249,0.0,55.88,0.0
2.214496374130249,0.0,55.94,0.0
2.214496374130249,0.0,55.11,0.0
2.214496374130249,0.0,55.47,0.0
2.214496374130249,0.0,55.64,0.0
2.214496374130249,0.0,56.06,0.0
2.214496374130249,0.0,55.76,0.0
2.215543270111084,0.0,55.59,0.0
2.215543270111084,0.0,55.17,0.0
2.215543270111084,0.0,55.82,0.0
2.215543270111084,0.0,55.47,0.0
2.215543270111084,0.0,55.64,0.0
2.215543270111084,0.0,55.59,0.0
2.215543270111084,0.0,55.88,0.0
2.215543270111084,0.0,55.47,0.0
2.2167460918426514,0.0,55.59,0.0
2.2167460918426514,0.0,55.17,0.0
2.2167460918426514,0.0,55.23,0.0
2.2167460918426514,0.0,55.76,0.0
2.2167460918426514,0.0,55.76,0.0
2.2167460918426514,0.0,55.76,0.0
2.2167460918426514,0.0,55.82,0.0
2.2177538871765137,0.0,55.64,0.0
2.2177538871765137,0.0,55.82,0.0
2.2177538871765137,0.0,55.11,0.0
2.2177538871765137,0.0,55.35,0.0
2.2177538871765137,0.0,55.82,0.0
2.2177538871765137,0.0,55.17,0.0
2.2177538871765137,0.0,55.23,0.0
2.2188684940338135,0.0,55.29,0.0
2.2188684940338135,0.0,55.82,0.0
2.2188684940338135,0.0,55.47,0.0
2.224120855331421,0.0,56.06,0.0
2.2262444496154785,0.0,55.82,0.0
2.227278232574463,0.0,56.06,0.0
2.229738235473633,0.0,55.11,0.0
2.2329561710357666,0.0,55.41,0.0
2.2340269088745117,0.0,55.47,0.0
2.238351583480835,0.0,55.82,0.0
2.24045729637146,0.0,55.7,0.0
2.2447967529296875,0.0,55.88,0.0
2.2458033561706543,0.0,55.7,0.0
2.246910810470581,0.0,55.53,0.0
2.246910810470581,0.0,55.82,0.0
2.2479491233825684,0.0,55.11,0.0
2.249969720840454,0.0,55.35,0.0
2.2519752979278564,0.0,55.64,0.0
2.2529799938201904,0.0,55.35,0.0
2.2529799938201904,0.0,55.64,0.0
2.2540595531463623,0.0,54.94,0.0
2.2540595531463623,0.0,55.17,0.0
2.2555172443389893,0.0,55.29,0.0
2.2555172443389893,0.0,55.41,0.0
2.2555172443389893,0.0,54.82,0.0
2.2555172443389893,0.0,55.17,0.0
2.2555172443389893,0.0,56.78,0.0
2.2555172443389893,0.0,55.64,0.0
2.2565195560455322,0.0,55.11,0.0
2.2565195560455322,0.0,56.6,0.0
2.2565195560455322,0.0,55.76,0.0
2.2565195560455322,0.0,55.76,0.0
2.2565195560455322,0.0,55.17,0.0
2.2565195560455322,0.0,54.06,0.0
2.257521867752075,0.0,55.17,0.0
2.257521867752075,0.0,55.76,0.0
2.257521867752075,0.0,55.82,0.0
2.257521867752075,0.0,55.7,0.0
2.257521867752075,0.0,55.47,0.0
2.257521867752075,0.0,55.47,0.0
2.257521867752075,0.0,55.23,0.0
2.258524179458618,0.0,56.36,0.0
2.258524179458618,0.0,56.6,0.0
2.258524179458618,0.0,55.94,0.0
2.258524179458618,0.0,55.82,0.0
2.258524179458618,0.0,55.59,0.0
